Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
"Only time in my life i decided not tu opdate Nightly build every week, and it was a version with a bug :/"	Belgrade		en			
@FortniteGame When is the opdate done?			en			
soad	Mid-Atlantic		en			
@FortniteGame @Fortnite_BR Its too bad that happens always after a opdate fix it!			en			
@RadioCitizenFM #jambokenya wa opate teso south naskiza na mke wangu Grace mama perepeta bros andrew Anthony Arnold and Gabriel		Nairobi	en			
@OneFMKe @dngkenya #1FMBreakfast from opate teso south kenya Uganda borde tuned idon't agree with		Nairobi	en			
@radiomaisha @RodneyAlfred2 #alexnanicktuesdayedition opate teso south Uko tuned my wife grace otuga my mum perepeta wrote wanaskiza		Nairobi	en			
@RadioCitizenFM #jambokenya wa opate teso south tuned with my wife grace otuga		Nairobi	en			
"@cspanwj 

Next to Hydro Nuke eng is the cheapest.  Coal and gas next and solar and wind at 300% more per kwh only with taxpayer subsidy !"	Quito	florida	en			
off to hydro	Urumqi	Pampanga | PH	en			
fine i admit i say hydrossity instead of hydro city	Pacific Time (US & Canada)	Hill Green Zone	en			
people who say hydro-city eat their own cum	Amsterdam	"Mandal, Norge"	en			
UK National Grid: #Large #Hydro is currently generating 0.24GW (0.55%) out of a total of 42.75GW		unit	en			
@Kathleen_Wynne What have you done about hydro rates vs eating? Have you decided we’re your  resigning to? #OnPoli		Markham Ont 	en			
@Dawson6211 @allahpundit @KLC22296984 I wish they'd flood deplorable areas with more oxy.		"Chicago, IL"	en			
"Why do people refuse to detach themselves from extended family? 
When you marry, that’s your family now"	Pacific Time (US & Canada)	In rice.	en			
“Do not be afraid to rebrand yourself”	Eastern Time (US & Canada)		en			
@LoneStar_Medic Because he’s a pain doctor and people only go to pain doctors if they’re addicted to opiates?	Pacific Time (US & Canada)	"League City, TX"	en			
"@medic_armadillo i feel your pain, its a mess."	London		en			
So my mum wanted to matchmake me with the medic that attended to her when she had chest pain last week and we had to call an ambulance. 😂	Singapore	Singapore	en			
"@unicycle_medic Add to that, less back pain."		ksa-Tabouk/Jeddah	en			
"i was taking a nap and a loud noise woke me up, so i fell off the bed, and now i’m in pain. someone call a medic."		amenity. | receptionist.	en			
"#MyBigFatFabLife
So dummy, is it the worse pain ever like u said, or telling the medic you're ok...WTF"	Atlantic Time (Canada)	"Pennsylvania, USA"	en			
MY FRIEND IS IN PAIN ! it’s medic time		she	en			
@HTownTeamsGuru @BookstoreBen I feel your pain. Looks like I'll be playing Medic tonight.	Pacific Time (US & Canada)	"Winnipeg, Manitoba"	en			
Abdominal Pain. Mill St. Medic 3210 Assigned		"Newcomerstown, OH"	en			
@trending_medic I swear. It can pain. Mstchew		"Lagos, Nigeria"	en			
@sexy_chocolait Mehn and those subs can pain eh.		"Lagos, Nigeria"	en			
"@trending_medic wow, I feel your pain bro!"	London	Storybrooke/Bar§oom.	en			
@timokins 😂😂😂 na this second position de pain you?		"Lagos, Nigeria"	en			
"@puppetsovereign ∥ Kanzaki ""every single pain or discomfort needs a medic"" Souma"			en			
@SamusReturns @WellsExMachina @para__medic @BenHundizzle I down for the pain and suffering of the prequels anytime of the day	Eastern Time (US & Canada)	"New York, USA"	en			
Whas Fantanyl invovlved in the death of Dorothey Obriarian ?		"Sainte-Julie, Québec"	en			
@CP_KimMulford Omg I’d expect better but I’m beginning to see no one says it’s really a heroin and illicit fentnyl crisis.	Eastern Time (US & Canada)	BAMAgal in H2O Down S	en			
@edubru Is this compared to systemic and/or transdermal fentanyle?		"Virginia, USA"	en			
@Ucha_viko Looks like you always agree with me...😅😅			en			
@zegheru_ana suitable Word))))...		Georgia	en			
@Ucha_viko Scared?!?!hmmm...I'll say STUPID			en			
@zegheru_ana Too Many Sugar :D lol&lt;&lt;&lt;&lt;&lt;  soo we can only understand that people is really scared when they seeing chocolate ))))))		Georgia	en			
@Ucha_viko They think they are too sweet...!!crazy world 😅😅			en			
@zegheru_ana haha i know . Plenty Those Still havent taste Chocolate :D yet :D		Georgia	en			
@Ucha_viko Trust me....there are lots out there!!!!😅😅			en			
@zegheru_ana Whose Cant agree with you that Chocolate helps?))))		Georgia	en			
@Ucha_viko 😅😅 finally someone who understands me...🥃🥃🍫🍫🌶🌶			en			
@zegheru_ana haha)) Correct....  They amazing)		Georgia	en			
@Ucha_viko Always...chilli one is the best!!😉			en			
@zegheru_ana Chocolate helps)		Georgia	en			
Rereading my tweets from yesterday... not bad considering i was just coming off anesthesia and taking vikodin		"Delaware, USA"	en			
"@realsenorfap I'd be a fool to not admit the methadone helps alot, but without weed I wouldn't be able to do it either"	Eastern Time (US & Canada)	"Buffalo, NY"	en			
@indystar we give junkies safe houses.clean needles.. methadone clinics.. but no house of prostitution... that's where we draw the line.LMAO			en			
Have Depression?Yes?You suffer from NPD.This causes a catatonic state.Try Methadone			en			
Methadone saves lives??? Tell that to the family who got killed on Boxing Day  #MardiGras40	Sydney	OZ	en			
Have recurrent procrastination?Yes?You suffer from Histrionic Personality Disorder.This causes a total eclipse of the heart.Try Methadone			en			
@GeoLaird4Pollok Are you on a methadone programme?	London	"Aberdeen, Scotland"	en			
“Look I’ll do the methadone Macarena”			en			
"I got these boppas going crazy they see me coming Robitussin quit discussing A$AP tell these niggas something, swag."	International Date Line West	"Tame Impala, Space "	en			
I need a vocal coach and a bottle of Robitussin		CT NY 	en			
"I just screwed up. I mistook ""Alcohol Free"" for ""Non Drowsy"" and now I'm at work fighting sleep!!!
Robitussin can coughing ass!
😡"		"Missouri, USA"	en			
I live in the Midwest. You’d think I could get Robitussin in BBQ flavor	Central Time (US & Canada)	"Champaign, IL"	en			
"robitussin is ready, dirty sprite gaming HAHAHAHAH"	Pacific Time (US & Canada)	$ørianø'$ ♡	en			
my minivan is covered in Robitussin again	Eastern Time (US & Canada)		en			
"Robitussin on the rocks.
#MyPersonalMixedDrink"		"Kansas City, MO"	en			
@tracyminajj is robitussin an instrument		darth vader	en			
I'm dreaming of Robitussin.	Pacific Time (US & Canada)	Los Angeles	en			
so wine and robitussin is NOT the move	Central Time (US & Canada)	GA-US	en			
@YouKnowJust Lmfaooo robitussin is for colds. Foh you thought	Quito		en			
@YouKnowJust Lmfaooooo no just some robitussin	Quito		en			
who's been smoking robitussin			en			
"Knocked myself out, Robitussin"	Eastern Time (US & Canada)	Azad Kashmir 🇵🇰 to Maryland	en			
"@BadAstronomer The robitussin shirt is a bold choice, I respect that."	Central Time (US & Canada)	"Redmond, WA"	en			
@robitussin_kid Ihy 😂 not that type of cool 🤓		San Fernando Valley/LA	en			
I might end up finishing this whole bottle of Robitussin by the end of today 😅	Arizona	"San Antonio, TX"	en			
"@YiKeSaKiKe We don't do no Robitussin over here my g
Dis shit script"	Atlantic Time (Canada)	PA 555 LA. 1515	en			
Robitussin really cures everything	Atlantic Time (Canada)	L.i	en			
Robitussin got me 😴😴😴😴	Central Time (US & Canada)	"Granada Hills, Los Angeles"	en			
@reynaga_heidi yeah it’s like 25 degrees in chico 🙄			en			
Over here popping halls &amp; drinking robitussin faithfully just because I k my body &amp; I don’t know this weather 😭😂	Quito	ATLA	en			
Robitussin taste like aids infested pigs blood but it helps		"Ohio, USA"	en			
"@cutebutfierce Robitussin DM, Best stuff on the market."		"Tucson, AZ"	en			
@SecretaryCarson @POTUS @HUDgov That’s easy to solve. Tell Kasier doctors to stop overprescribing prescription robitussin	Pacific Time (US & Canada)	Redwood City and Stockton	en			
@AllaireMatt My brain read “robitussin”.	Eastern Time (US & Canada)	Northern of Kentucky	en			
@soulsovintagex you need robitussin?	Central Time (US & Canada)		en			
"Ugh I drank robitussin (the tussin, the tussin) after I brushed my teeth, and now I have Regrets 😩🙅🏻‍♀️"	Quito		en			
"Jumpman, jumpman, jumpman, them boys up to something. Uh-uh, uh, I think I need some Robitussin."	Eastern Time (US & Canada)	"Boston, MA"	en			
"CAN ANYONE ANSWER THIS FOR ME? 

SO I TOOK ROBITUSSIN BUT I'M GETTING A HEADACHE SO CAN I TAKE TYLENOL????"	Pacific Time (US & Canada)	fl/ooc + nsa + lw nsfw	en			
Hopefully this robitussin does the trick 🤞🏾		"New Haven, CT"	en			
@kordelux go drink robitussin	Pacific Time (US & Canada)	black lives matter	en			
"@speaknow Yeah, some better. That Robitussin cough syrup helped some. Thank you so much for asking 😊"		" Pikeville, Kentucky"	en			
Off to bed after I wash my amoxicillin down with robitussin. Is it Spring yet?	Eastern Time (US & Canada)	"Massachusetts, USA"	en			
NyQuil Benadryl and robitussin for the night! Hopefully I’ll feel better in the morning.	Mountain Time (US & Canada)		en			
"If you don't remember pouring the robitussin in the sprite and adding jolly ranchers ,You don't deserve to sip ."	Atlantic Time (Canada)	Is this hell ? I cant tell 	en			
My head does not look like a sodding tic tac	Pacific Time (US & Canada)	"Berea, KY"	en			
Bro they Id me for trying to buy robitussin		"Fontana, CA"	en			
i need tylenol			en			
*sees a parody MAGA hat with your tylenol. use	Pacific Time (US & Canada)		en			
You’re my water when I’m stuck in the desert. You’re the Tylenol I take when my head hurts.	Eastern Time (US & Canada)	🥂	en			
u're the tylenol I take when my head hurts	Pacific Time (US & Canada)		en			
"She's my sunshine in the rain
My Tylenol when I'm in pain yeah
Let me tell you what she means to me @citfany"	Beijing		en			
Fuck Tylenol who has percocets	Arizona		en			
"Brainwashed mothers boast about taking their child for shots, then give her sick baby musinex, Tylenol, cough syrup, and garbage food."	Central Time (US & Canada)	Shreveport	en			
"you're my water when I'm stuck in the desert
you're the Tylenol I take when my head hurts
you're the sunshine on my life"		somewhere	en			
@KnoxvilleMoths @brayden_mcmahan He's gonna need water and Tylenol. And a greasy breakfast.	Atlantic Time (Canada)	At a racetrack near you...	en			
Whoever thought to put Tylenol in any oral suspension or liquid is evil 😷😷	Central Time (US & Canada)	"Indiana, USA"	en			
“My favorite thing to do is pair ibuprofen and Tylenol together so I just don’t feel anything” -@taylor_lea9			en			
I need Tylenol	Central Time (US & Canada)		en			
Tylenol + Advil + Caffeine = Breakfast of champions.	Eastern Time (US & Canada)	"Québec City, Canada"	en			
"I don't mind at all
My Ibuprofen and my Tylenol
Are yours at the sound of your sirens' call
'cause i ain't letting you hurt tonight at all"		🇯🇵	en			
i could cry dhdjd in still running a fever even tho i took tylenol and i can't even get ready to leave for work yet	Central Time (US & Canada)	rib / 20 	en			
"@scotchlolly The active ingredient in Advil is ibuprofen, whereas in Tylenol it is acetaminophen"	Dublin		en			
@scotchlolly Tylenol or Advil would help	Dublin		en			
@MikyBerra Have some Tylenol ready lol	Central Time (US & Canada)	OKC	en			
"You're my water when I'm stuck in the desert
You're the Tylenol I take when my head hurts
You're the sunshine on my life"	Pacific Time (US & Canada)		en			
"@ a, you're my sunshine in the rain my Tylenol when i'm in pain yeah"	Pacific Time (US & Canada)		en			
Somebody bring me Tylenol and some green tea to my job before i die	Quito	MD	en			
@MusSauce3 @cmussey25 Greasy food and Tylenol in the morning!		"Charlotte, MI"	en			
Tylenol 4 knocked me clean out 😭	Central Time (US & Canada)	Southside	en			
@GabsVictoriax Try some Tylenol or something		"Pennsylvania, USA"	en			
Pharmaceutical company Mallinckrodt receives grand jury subpoena related to generic drugs that contain opioid painkiller oxymorphine	Eastern Time (US & Canada)		en			
@thehill The trailer folk really started enjoying oxycontin when they realized that their Medicaid would pay for it...	Eastern Time (US & Canada)		en			
@DemocracyNowEs I am guessing that includes the company that makes OxyContin?		Honduras	en			
"@confused_medico Me being a qalandar fan and you being an arsenal fan, I can feel your pain"			en			
@confused_medico Thanks for feeling our pain 😂	Islamabad	Islamabad	en			
because it's something new and cool to them. it's just fun and it makes me feel better about myself and i recommend it	Pacific Time (US & Canada)	i : seong-une	en			
i dyed it for a reason. if im gonna have a sideshave it's gonna have to be dyed. none of this pussy natural shit. purple.	Pacific Time (US & Canada)	i : seong-une	en			
pixie cut melanie was sexy. sideshave melanie is depressed and has to live with the consequences of acting on bipolar impulses	Pacific Time (US & Canada)	i : seong-une	en			
having a side shave is annoying bc sometimes it makes me look fat and my hair is so short from my pixie cut there's like 0 way to style it	Pacific Time (US & Canada)	i : seong-une	en			
boredt....w101	Pacific Time (US & Canada)	i : seong-une	en			
@luvmails of course!!!!	Pacific Time (US & Canada)	i : seong-une	en			
@prcocet thank you so much for the help!! im feeling less worried	Mountain Time (US & Canada)	i: frothystars	en			
sleep well everybooby..	Pacific Time (US & Canada)	i : seong-une	en			
EVERYONE BE SLEEPIN. friends be sleepin........	Pacific Time (US & Canada)	i : seong-une	en			
gotta blast but instead it's gotta pee	Pacific Time (US & Canada)	i : seong-une	en			
@luvmails is she indoor or outdoor? indoor outdoor? strictly indoor? does she have her shots?	Pacific Time (US & Canada)	i : seong-une	en			
@sadmiami BITCH ILYSM	Pacific Time (US & Canada)	i : seong-une	en			
@prcocet BITCH THE SAME GOES FOR YOU..		"Texas, USA"	en			
"me: *exists*
me to everyone i know: god im so sorry"	Pacific Time (US & Canada)	i : seong-une	en			
