Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
3 hours of sleep yesterday. 2 Tylenol PM now. Time to comatose it all away. 💚	Eastern Time (US & Canada)	"Maryland, USA"	en			
"@aquemini__ Crazy Ex-Girlfriend, bates motel, narcos, and Supernatural ❤️"	Alaska	San Diego 	en			
"@BeaReyes09 DIBAA TAPOS MAY HANNAH MONTANA, SUITE LIFE OF ZACK AND CODY, AT WIZARDS OF WAVERLY PLACE PA HUHUHU"	Singapore	UST - IICS	en			
Heroin is less addicting than Pubg	Central Time (US & Canada)	"Cudahy, WI"	en			
I wonder how long it will be before Cody realizes he’s better off with Jessica and drop her. #teamyale #TheAmazingRace	Atlantic Time (Canada)		en			
"@AshD_O He felt it was a ""minor crisis"" and just loaded her with fluids and analgesics."		"Lagos,  Nigeria. "	en			
"@politico @POLITICOMag What ""track"" are you referring to? The same one a heroin addict strains to conceal? 🤔"			en			
@zonknuckIe @chargebuffering WHY ARE YOU ATTACKIG ME DID CODY LEAK MY DMS	Pacific Time (US & Canada)	https://curiouscat.me/Envee	en			
Trent Cody and Justin are my brothers #HaroldBot	Pacific Time (US & Canada)	a cabin	en			
@MelonColliee @BNightsCRPS @uniofglos I had three visits to A&amp;E for Pain control. Just iv morphine so nothing special.	Amsterdam	"England, United Kingdom"	en			
"#Narcos S3 done, although not on the same lvl as S1/2 I still loved it, was fully invested throughout, really hope we get more!"	Tokyo	日本	en			
Do you have methadone?			en			
Blair wins the contest for scraggiest tattoos  ever ......she looks like a heroin addict  #mafsau #MAFS	Melbourne	 Melbourne	en			
words will NEVER be able to explain how much cody means to me			en			
So apparently some guest dropped a baggie of heroin at work today......	Quito	Michigan/Ohio	en			
@Comrade_Maria Cody		"Cincinnati, OH"	en			
@zonknuckIe Cody bouta give him the GOGURT	Pacific Time (US & Canada)	gabby — 19 — she/her	en			
"@ACurrentAffair9 I am on methadone and have been driving for 25 years and have an impeccable driving record,this was a one sided argument."			en			
When that Tylenol pm starts kicking in. 😴		"Baltimore, MD"	en			
"@VZXYGHXZTPVRRP @zonknuckIe u Right. My bad 

Cody bouta give him the DANIMALS"	Pacific Time (US & Canada)	gabby — 19 — she/her	en			
@SirPercyPuffpot @NakedWines But having a couple of glasses of benzodiazepines doesn't really trip off the tongue🍷🍷😀			en			
@thenoelmiller is that cody	Buenos Aires	Bs As.	en			
"@leigh_ann415 When you watch WCTH, be prepared to fall in love with Cody! He is so sweet, hehe. &lt;3"	Eastern Time (US & Canada)		en			
Kindly clear the mess in front of OXY home and delhi 99 @gnnsbm	New Delhi	"Ghaziabad, India"	en			
"just like nicotine, heroin, morphine suddenly, i'm a fiend and you're all i need, all i need"		21	en			
@bestahiraever robitussin dry cough forte pala	Beijing		en			
when u have a migraine so u take half a hydro and u still can’t sleep wut is wrong w/ me????	Central Time (US & Canada)	thrifty bitch 	en			
Meth or methadone do you even know what you are talking about #9ACA		"Sydney, NSW"	en			
[2/26]: Cody Hall def. Dahlia Black via pinfall after a suplex. The crowd came unglued for this match. (17:44)	London	A web server	en			
We're in Charlestown.worst heroin problem on the East Coast.Nigga Ken can't find his box.	Irkutsk	Ctown	en			
@Kha_iLL And a hydro flask	Pacific Time (US & Canada)		en			
Regarding the opiod epidemic. Countries in Europe who’ve opened government heroin clinics for addiction have experienced no Deaths.			en			
"Morphine is brilliant, it helps me sleep but I feel high as a kite 😂😂"		Northern ireland / Lancashire	en			
UK National Grid: #Large #Hydro is currently generating 0.57GW (1.30%) out of a total of 43.44GW		unit	en			
"Hm,perhaps Cody is barking Rex."			en			
"Still up , on Narcos.."	Eastern Time (US & Canada)	The Chop Shop.	en			
@XXL Cody Macc 🔥🔥	Arizona		en			
Methadone driving... ffs		Bargara	en			
Took Tylenol PM when I usually don’t &amp; wow it rly helps w body pain. But not so much for helping me sleep aka why I got it in da 1st place	Pacific Time (US & Canada)		en			
"This morphine helped my leg and back ache, now if only I could fall asleep 😭"	Pacific Time (US & Canada)	CA-AZ-HI	en			
it's morphin time		TOPscenter	en			
"POWER OUTAGE UPDATE: 1,850 customers in Pierrefonds (around St. Charles) remain without power. Hydro can't say when it's coming back #CJAD"	Pacific Time (US & Canada)		en			
Everything ass backwords. Gon peel that is hydro and so		Parody	en			
@AP_Vanessa_ That's unfortunate. My cousin had an issue with heroin :(	Eastern Time (US & Canada)		en			
@stevecarprj Former NHLer Mike Commodore and friend of Cody Eakin is saying on Twitter he's heard Erik Karlsson to Vegas	Central Time (US & Canada)	Toronto	en			
"@KnutsonJesse That’s a good (positive) way of looking at it... hence the increased miner interest solar, wind, hydro power etc.."		Decentralized City	en			
Who got any oxy lyin around? Ya girl needs to fall asleep already.	Atlantic Time (Canada)	Pukë | Tropojë | FL	en			
I’m so sad I don’t have my hydro 😥😪		"Los Angeles, CA"	en			
Morphine will do too.	Atlantic Time (Canada)	Pukë | Tropojë | FL	en			
anjer calling me a fake phineas and ferb fan when she never even fucking watched suit life of zack and cody	International Date Line West	ᶘ ᵒᴥᵒᶅ	en			
"@CrowncdCriminal Sherlock huffed a laugh.
""So now I can't have heroin? Make up your mind."""		221B	en			
"just like nicotine, heroin, morphine suddenly, i'm a fiend and you're all i need, all i need"		21	en			
I've never done heroin.		New York	en			
"hahahahaha am I’m so much pain n I thought a little walk would help, now mans in even more pain PASS ME THE MORPHINE"	London	"19, bham."	en			
@ShotsByLee ⚡️Mighty Morphin⚡️	Pacific Time (US & Canada)	"San Marcos, CA"	en			
I lose so much sleep because of Cody's snoring 😵🤪	Central Time (US & Canada)	texas⋆	en			
#NowPlaying The Velvet Underground - Heroin	Rome	Italia	en			
How tf Robitussin work better than codeine for me?	Hawaii	"West Valley City, UT"	en			
@thejessicagraf Cody!		Windermere Florida	en			
"W ell ain't this awesome ""Whiskey and Morphine"" by Alexander Jean"		India	en			
me n my friends are the mighty morphin faggot rangers	Pacific Time (US & Canada)	🇺🇸	en			
My mans cody wolfe over here @CodyWolfeMusic		"Adelaide, South Australia"	en			
@Marshlewd @jaidatruck that goblet is full of Robitussin	Central Time (US & Canada)	University of Name Withheld	en			
"You are my hero, and my heroin"	Pacific Time (US & Canada)	"Nuevo León, México"	en			
@SteffenPeddie I hear heroin has a certain charm to			en			
Have ambiguous genitalia?Yes?You suffer from Narcolepsy.This causes masturbation.Try Methadone			en	methadone	narcolepsy	indication
i can’t believe cody met his egirl i’m dead			en			
@vigilante91151 Nope... not illegal If on methadone endone or Valium		Bargara	en			
Srideviji is a very good heroin and upset sridevi mam is no more Dubai is un lucky sridevi mam god bless sridevi mam		Channapatna 	en			
"@PokerNews Jake Cody came out on top winning the trophy and £42,000 (£58,987).

surely thats $58987 rather than sterling?"	London	UK	en			
@jennysdrunk you're just angry bc is not w cody christian *sighs*	Buenos Aires	[he/him]	en			
"Esoxegra (SNRI)
Used with oxycontin to treat respiratory lxxxiv disease
Often used off-label for Oxycodone overdose"			en			
"Aww Cody. 

#Hearties #heartieparty #australianhearties #HeartiesANZ #heartiesdownunder @WCTH_TV @hallmarkchannel @LoriLoughlin @CEvancic"	Adelaide	Australia	en			
#NowPlaying Cody ChesnuTT - Look Good in Leather (Remix) on #PunkAristocrats Radio 1. Stream Online or Download our FREE Radio App	Pacific Time (US & Canada)	Broadcasting Live from a Blimp	en			
@Nwamummy_ Lol... have u had heroin before?	West Central Africa	"Lagos, Nigeria. "	en			
love when i'm on a streetcar that goes around the roundabout to a hydro truck on the tracks...are we moving? do i have to walk to work?	Eastern Time (US & Canada)	"Toronto, Ontario"	en			
#Hearties #WCTH_TV #HeartiesANZ @hallmarkchannel probably the best acting I have seen Cody do!			en			
@Vetra_CL @Neuronical_ To3 if Cody stops statting	Pacific Time (US & Canada)	"California, USA"	en			
I really believe we'll see Mountie Cody Stanton in the future. @hallmarkchannel @SuperChannel #Hearties #CanadianHearties #BlitzForSeason6		"Milwaukee, WI"	en			
@JournoStephen Well said Stephen - I'm OxyContin Setraline a big can of RedBull and a vape :-)		Edinburgh	en			
My throat itches and robitussin isn’t doing SHIT for it	Pacific Time (US & Canada)	Hell	en			
@WWEGraves Cody. Is proof you don’t need to be in the WWE to be successful		Texas	en			
Narcos is such a good series	Dublin	Aeroh  Bytt  Joe	en			
"@nzdrug @ProfDavidNutt @RNZSunday Is this harm per person or to society as a whole, e.g. heroin's gonna harm a user more than alcohol?"			en			
"@realDonaldTrump I propose we call for an immediate ban on all needles, ending the heroin epidemic once and for all. 
 #LiberalLogic #pro2A"			en			
@WWEGraves Cause Cody is the only one thats ever dyed their hair blonde.	Quito	South Jersey	en			
@jmangulo_ Fuckn Narcos asf lol	Pacific Time (US & Canada)		en			
informatively heroin  🚟	Pacific Time (US & Canada)		en			
@KuroganeHammer Shoutouts to Cody		Lylat System	en			
UK National Grid: #Large #Hydro is currently generating 0.49GW (1.09%) out of a total of 45.22GW		unit	en			
"POWER UPDATE: 1,038 customers without electricity in Pierrefonds. Hydro now saying it'll be back at 7:45 A.M. #CJAD"	Pacific Time (US & Canada)		en			
"Trapping like a narcos (narcos), got dope like Pablo (Pablo) 🎧"		qqpart chez une milf - Robes	en			
@proudtobeEnie Ouh. Did you watch addicted heroin?	Arizona	GOT7 | Pentagon	en			
Narcos on repeat 🔁💤		"Central Point, OR"	en			
Funny how more and more injuries started appearing after they've had their hydro recovery sessions pulled  🤔🤔	Edinburgh	An ice rink somewhere	en			
"@UpdatesOfHiphop Suberstar ,, Open it up ,, Narcos ,, stir fry"	Pacific Time (US & Canada)	"Riyadh, Kingdom of Saudi Arabia"	en			
Future Mayor Cody Stanton? Love his speech. @hallmarkchannel @SuperChannel #Hearties #CanadianHearties #BlitzForSeason6		"Milwaukee, WI"	en			
@5WrightStuff  heroin comes from foreign lands not grown here		"Wales, United Kingdom"	en			
Heroin drip pls	Central Time (US & Canada)		en			
"@henweb @ThatKevinSmith that is pretty classy in fairness

although that must be the morphine ;)"	Pacific Time (US & Canada)	"Sheffield, England"	en			
"If you ever leave me baby, leave some morphine on my door."			en			
"@UpdatesOfHiphop Narcos , Work hard , Top down on da NAWF"	Riyadh	Strive For Greatness	en			
The Velvet Underground - Heroin	Brussels	in ur ass	en			
(trip voice) whats morphine  #emibot			en			
Thank heaven for medical science which enabled the invention of Tylenol.	Central Time (US & Canada)	Chicago	en			
@Luis__Rosa this was in a bullring in lisbon. body count is ice-t’s metal band. morphine played a 14-song encore	London	instagram.com/matthewcaws	en			
Game dhaitha....Kekeke new episode of narcos	Islamabad	male	en			
"30... maybe 40 minutes of sleep. 
Never taking Tylenol PM again!
3AM... Decided to just get dressed and go sculpt."	Quito	Indiana	en			
"This whole Bullet Club split or descension story is really good, and honestly for some reason im on team Cody🤔"	Pacific Time (US & Canada)		en			
@ffsAmxn This and suite life of Zack and Cody	London	"London, England"	en			
@vigilante91151 ??? I’m saying for methadone and such... less fraud and no need for register and this other nanny state rubbish		Bargara	en			
Vietnamese police have seized 100 kilograms of heroin worth $2.5 million in one of the country's largest drug busts.		"Tennessee, USA"	en			
Vietnamese police have seized 100 kilograms of heroin worth $2.5 million in one of the country's largest drug busts.		"Boston, MA"	en			
"@the_real_moreau @thaliafreddie9 I really didn't like Cody, but he was BOSS for that."	Central Time (US & Canada)		en			
Mainly Narcos	Pacific Time (US & Canada)	"Los Angeles, CA"	en			
Vietnamese police have seized 100 kilograms of heroin worth $2.5 million in one of the country's largest drug busts.			en			
"its really sad that i loose one of my favorite Bollywood heroin- Sridevi 

#RIPShrideviji"		"Janakpuri, New Delhi"	en			
@codywinnell @HRVHERO Thanks Cody	Pacific Time (US & Canada)	melbourne	en			
heroin down my nose	Riga		en			
@SamTKennedy Oh good! I moved the cage out of our room last night! I swear Cody’s snoring was waking him up lol	Central Time (US & Canada)	midwest 	en			
Now watching Narcos S3	Pacific Time (US & Canada)		en			
"But hydro is done so it’s not all bad,
slowly getting there 🤸🏻‍♀️"	Casablanca	Chesterfield	en			
Vietnam seizes heroin worth $2.5M in China border drug bust -			en			
"hot boi bcotty, cooling camo'd up, hydro's in the cup, dont need styrophoam its tough.. middle of the o that meth junkie tough 😂"		galaxy X	en			
"@grungetitsrlit Like slipping from coding to oxy to heroin.

You know but without all the addiction and death"		United States	en			
"""Vietnam seizes heroin worth $2.5M in China border drug bust"" via FOX NEWS #timbeta #betaajudabeta #timbetalab"		Rio de Janeiro	en			
"@GuExtraordinary House of cards , mind Hunter , Ozark , narcos , orange is the new black , stranger things"			en			
I still haven't finished watching Narcos Season 3...			en			
They look like zack and cody I’m sorrybkdmfmf	Bern	blm	en			
Thank u po @mrkjmscobb @Jheromeoxgarcia sa libreng pa cody's :&gt; ♥	Arizona	compos mentis	en			
@tayjor2014 That Cody at least 5 times on a daily basis 🙄😒			en			
The thought of having to taper off methadone… absolutely terrifies me; actually… it’s the ONLY thing that scares me…		up on the 7th floor	en			
@NetflixIndia eagerly waiting for Narcos season 3 ... when is it coming out ?	Kuwait	india	en			
Vietnam seizes heroin worth $2.5M in China border drug bust			en			
@MissCody__ @Merlyn94696332 Hello miss Cody!!		"Quezon City, National Capital "	en			
"@heyitsadinda you're sick for sure....take advil, or tylenol if you're not allergic to either one......"	Quito	"Boston, MA."	en			
@jake97thompson Like heroin or double yolks for breakfast every day 😉		"Worcester, England"	en			
comel betul watak heroin the girl who sees smells ni ahahah	Pacific Time (US & Canada)	"Selangor, MY"	en			
I was on morphine and can feel this	Central Time (US & Canada)	"Centralia, IL"	en			
tylenol is my best friend	Quito		en			
@rodrigovdd_ sean cody kkkkkkkkkkkkkkkk			en			
Cody Rhodes against Becky Lynch in this musical spiked turnbuckles bout. Loser must join Southpaw Regional Wrestling.		Parts Unknown	en			
"In a course &amp; the lecturer is talking about cocaine, mdma, heroin, suicide, jumping off buildings &amp; slitting wrists....Good morning!"		"London, England"	en			
UK National Grid: #Large #Hydro is currently generating 0.31GW (0.67%) out of a total of 45.96GW		unit	en			
"Cody Rhodes/Stardust (Cody Garrett Runnels), from Marietta, Georgia"		-	en			
@N0TEVENONE THIS IS SO AMAZING CODY	Pacific Time (US & Canada)	aus 	en			
@Cody does he have a third hand to drive the car? 😂	Pacific Time (US & Canada)	Raxacoricophalapathorius 	en			
Hope they are french and my boy CODY IS BACK AND FRESHER THAN EVER.			en			
CODY SAYS AM A YANDERERERERERE OR WATEVER. I DUN SEE WHY. *hUEHUEHUEHUE ACTIN INNOCENT AN SHIT*			en			
@nycjim Keith famously had blood transfusions in the 70's to kick heroin.  I now want blood transfusions from Keith to kick old age!		Taiwan	en			
@Ravie_Davie_McC @ZanderMcguire Alright davie. Cheered myself hoarse for you at the hydro!	Edinburgh	Glasgow	en			
Rio Tinto (RIO LN) – Hydro offers US$345m for key Rio aluminium assets			en			
@Colt_Of_Freedom @MBoudicca Or chuggin' down the Oxycontin.	Pacific Time (US & Canada)	Australia	en			
@CEvancic @WCTH_TV @hallmarkchannel @SuperChannel @LoriLoughlin Bravo Cody! We german #Hearties saw it this morning via amazon			en			
"@James_Stacey_ I think hydro is back on the cards up here James, sun appears to be lost in the clouds!"		Springsure Queensland	en			
"You can shoot heroin, I can sniff cocaine,"	Pacific Time (US & Canada)		en			
"@El_HDH Cody's growing on me, in New Japan at least, but omg Flip just needs to fucking do one"	Pacific Time (US & Canada)	"Stowmarket, England"	en			
Might try a swim today with waterproof plaster over morphine patch &amp; try not to kick right leg #torn cartilage 🏊🏼‍♀️		@StGeorgesBT1 Belfast	en			
@Excite_TB With you Cody? Anytime baby		"Melbourne, Victoria"	en			
I’m so late to the party but holy shit Narcos is such a good show	Pacific Time (US & Canada)		en			
@underexoarms @baekaeri06 @weareoneEXO Cody &amp; Wyatt 😉💕		"New York, NY"	en			
heroin rt guys!!		el	en			
@justiceforBigAl @MailOnline @enigma915 The Scumbag needs kneecapping. There’s heroin addicts by me with better morals than this low life.		Bacon grill city	en			
roots well's hoedown windsurfs Oxycontin inky #nonsense #nonsenseengine	London		en			
Cody and I had the best weekend.❤️		"Washington, USA"	en			
@eversincehes_ @dylansprouse you need to watch the suite life of Zack and Cody	Eastern Time (US & Canada)	MN	en			
NARCOS IS BOOOOORING.			en			
You takin morphine homie you a moron	Urumqi	new account	en			
morphine &lt;3 &lt;3	Pacific Time (US & Canada)		en			
On me Cody can catch this fade 😒		"Houston mf, Tx"	en			
4. Suite Life Of Zack And Cody						
How do you know if you have a high tolerance or are soon to be in danger of over dosing off Tylenol pm asking for a friend	Pacific Time (US & Canada)	online	en			
cody edates			en			
Cody gets sick EVERY time we come to Massachusetts on the day we are supposed to go home lol	Central Time (US & Canada)		en			
@jamdugg If you snort oxy that makes you an oxymoron.	Arizona		en			
"Just like nicotine, heroin, morphine.."		P-8 crossing dapit la Lapiz 🙊	en			
"Med students be like:

Nicotine, Heroin, Morphine, Ephedrine, Norepinephrine ~~~
😂🤣😅😅😅
#PHARMA #yokona"	Pacific Time (US & Canada)	"Nasugbu, Batangas"	en			
"Viper Spectra 450watt
Contact Hydro Herb Africa 
R7500"		South Afica	en			
#RhodesLag what about the SwithcBlade in the Cody Club after you beat Kenny?		Fontanella (BG)	en			
But it's uh.. p common actually lmao fuckin Yugi's been fuckin oxi @ nox prolly talkin abt?			en			
